headline_text,date
sussan ley bought unit from lnp donor on taxpayer funded trip,20170106
sydney fetival 2017 plastic balls safe beach,20170106
tasmanian company selling oyster know how to japan,20170106
teen on remand at barwon prison denied bail,20170106
tennis australia chief disappointed by match fixing,20170106
thai police charge 60000 drink drivers after new years,20170106
the gift of guitar,20170106
the science of bushfires,20170106
the ses is handing out advice packs to,20170106
tributes to wesley ballantine teenager who died in perth fall,20170106
two suspected attackers shot dead after turkey courthouse blast,20170106
us intelligence says russia hacking poses major threat,20170106
vast iceberg poised to crack off antarctic,20170106
wa election to see law and order as key battleground,20170106
warning as extreme heat hits adelaide,20170106
what happens when cities run out of space,20170106
what will property prices do in 2017,20170106
world heat shatters records in 2016,20170106
adelaide united v melbourne victory,20170107
australia completes clean sweep over pakistan,20170107
australia pakistan third test scg day five blog,20170107
australia visible from mars in new nasa image,20170107
australia v pakistan steve smith proud of cricket resurgence,20170107
brisbane best pie steve humphreys 2017 search,20170107
centrelink reinstates payments after cutting off sa student,20170107
china's big push towards green power,20170107
cygnet folk festival in full swing in huon valley tasmania,20170107
donald trump presidential victory made official by us congress,20170107
father and son charged over faked kidnapping in sydney's west,20170107
father and son charged over faked kidnapping in sydneys west,20170107
fbi pursuing 'every possible lead' to establish,20170107
fbi pursuing every possible lead to establish,20170107
fbi san bernardino shooter iphone hacking information in lawsuit,20170107
fifa world cup expansion on the cards despite concerns,20170107
finch and bailey dropped from odi side lynn is in,20170107
florida airport shooting investigation underway,20170107
friends pays tribute after summernats ute death,20170107
funeral for josiah sisson killed on christmas day,20170107
golden globes bartender oscar zuleta a favourite with the stars,20170107
grandstand at stumps: third test; day four,20170107
grandstand at stumps: third test; day three,20170107
grandstand at stumps: third test; day two,20170107
gunman kills five at florida airport,20170107
having babies changes womens brains,20170107
iceberg break up 'imminent' scientist says,20170107
iceberg break up imminent scientist says,20170107
'i hope i've made you proud': emotional michelle,20170107
i hope ive made you proud: emotional michelle,20170107
is it realistic; or even possible; to buy a,20170107
lawn bowls world record attempt cloncurry bowls club,20170107
lorne pier to pub goes ahead despite shark sightings,20170107
manor f1 team goes into administration,20170107
melbourne renegades melbourne stars,20170107
melville primary school fire blamed on arson,20170107
melville primary school fire blamed on arson police seek teens,20170107
mental health patients may slip through ndis cracks,20170107
michelle obama lifes greatest honour was being first lady,20170107
moana in real life samoan man teaches daughters voyaging,20170107
more testing required on ash cloud potential health risks,20170107
multiple people dead in florida airport shooting police,20170107
nicole kidman mel gibson la la land aacta international awards,20170107
not enough done to protect female commuters in,20170107
one punch victim thomas dover family ask for no revenge attacks,20170107
passengers flee in terror as a gunman shoots five,20170107
perth modern tops table but fewer wa students getting wace,20170107
prozac urn highlights carrie fisher mental health,20170107
raw prawn imports 'too little too late': farmers,20170107
roar succumb to jets on home soil,20170107
sa suffers another scorcher adelaide hits 40 degrees celsius,20170107
small rural towns risk being wiped out without,20170107
sri lankans protest china port deal,20170107
suspicious fire glennon house motel toowoomba,20170107
sydney performance cheeky fun powered by relentless energy,20170107
tasmanian app identifying jellyfish and their stings,20170107
tilikum orca whale that killed trainer at seaworld orlando dead,20170107
trump says cyber attack claims a bid to de,20170107
trump says mexico will repay us for funds spent on border wall,20170107
us election donald trump says not affected by cyber attacks,20170107
us election intelligence officials hacking case against putin,20170107
viability of small rural communities in doubt amid dr shortage,20170107
victorian grassfires under control as heatwave sweeps state,20170107
wa election labor promises to create domestic violence minister,20170107
why orthodox christians celebrate christmas in january,20170107
woman charged over alleged 7 eleven axe attack,20170107
woman with axe allegedly attacks customers in sydney 7 eleven,20170107
